,Line,Speaker,Text,Date,sentences,words,start,end
188,189,Clinton,"New York -- New York has done an excellent job. And I give credit -- I give credit across the board going back two mayors, two police chiefs, because it has worked. And other communities need to come together to do what will work, as well. Look, one murder is too many. But it is important that we learn about what has been effective. And not go to things that sound good that really did not have the kind of impact that we would want. Who disagrees with keeping neighborhoods safe? But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods. And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",2016-09-26,"['New', 'York', '--', 'New', 'York', 'has', 'done', 'an', 'excellent', 'job', '.', 'And', 'I', 'give', 'credit', '--', 'I', 'give', 'credit', 'across', 'the', 'board', 'going', 'back', 'two', 'mayors', ',', 'two', 'police', 'chiefs', ',', 'because', 'it', 'has', 'worked', '.', 'And', 'other', 'communities', 'need', 'to', 'come', 'together', 'to', 'do', 'what', 'will', 'work', ',', 'as', 'well', '.', 'Look', ',', 'one', 'murder', 'is', 'too', 'many', '.', 'But', 'it', 'is', 'important', 'that', 'we', 'learn', 'about', 'what', 'has', 'been', 'effective', '.', 'And', 'not', 'go', 'to', 'things', 'that', 'sound', 'good', 'that', 'really', 'did', 'not', 'have', 'the', 'kind', 'of', 'impact', 'that', 'we', 'would', 'want', '.', 'Who', 'disagrees', 'with', 'keeping', 'neighborhoods', 'safe', '?', 'But', 'let', ""'s"", 'also', 'add', ',', 'no', 'one', 'should', 'disagree', 'about', 'respecting', 'the', 'rights', 'of', 'young', 'men', 'who', 'live', 'in', 'those', 'neighborhoods', '.', 'And', 'so', 'we', 'need', 'to', 'do', 'a', 'better', 'job', 'of', 'working', ',', 'again', ',', 'with', 'the', 'communities', ',', 'faith', 'communities', ',', 'business', 'communities', ',', 'as', 'well', 'as', 'the', 'police', 'to', 'try', 'to', 'deal', 'with', 'this', 'problem', '.']","['New', 'York', '--', 'New', 'York', 'has', 'done', 'an', 'excellent', 'job', '.', 'And', 'I', 'give', 'credit', '--', 'I', 'give', 'credit', 'across', 'the', 'board', 'going', 'back', 'two', 'mayors', ',', 'two', 'police', 'chiefs', ',', 'because', 'it', 'has', 'worked', '.', 'And', 'other', 'communities', 'need', 'to', 'come', 'together', 'to', 'do', 'what', 'will', 'work', ',', 'as', 'well', '.', 'Look', ',', 'one', 'murder', 'is', 'too', 'many', '.', 'But', 'it', 'is', 'important', 'that', 'we', 'learn', 'about', 'what', 'has', 'been', 'effective', '.', 'And', 'not', 'go', 'to', 'things', 'that', 'sound', 'good', 'that', 'really', 'did', 'not', 'have', 'the', 'kind', 'of', 'impact', 'that', 'we', 'would', 'want', '.', 'Who', 'disagrees', 'with', 'keeping', 'neighborhoods', 'safe', '?', 'But', 'let', ""'s"", 'also', 'add', ',', 'no', 'one', 'should', 'disagree', 'about', 'respecting', 'the', 'rights', 'of', 'young', 'men', 'who', 'live', 'in', 'those', 'neighborhoods', '.', 'And', 'so', 'we', 'need', 'to', 'do', 'a', 'better', 'job', 'of', 'working', ',', 'again', ',', 'with', 'the', 'communities', ',', 'faith', 'communities', ',', 'business', 'communities', ',', 'as', 'well', 'as', 'the', 'police', 'to', 'try', 'to', 'deal', 'with', 'this', 'problem', '.']",5938.0,6019.0
189,190,Holt,"This conversation is about race. And so, Mr. Trump, I have to ask you for five...",2016-09-26,"['This', 'conversation', 'is', 'about', 'race', '.', 'And', 'so', ',', 'Mr.', 'Trump', ',', 'I', 'have', 'to', 'ask', 'you', 'for', 'five', '...']","['This', 'conversation', 'is', 'about', 'race', '.', 'And', 'so', ',', 'Mr.', 'Trump', ',', 'I', 'have', 'to', 'ask', 'you', 'for', 'five', '...']",6020.0,6030.0
190,191,Trump,"I'd like to just respond, if I might.",2016-09-26,"['I', ""'d"", 'like', 'to', 'just', 'respond', ',', 'if', 'I', 'might', '.']","['I', ""'d"", 'like', 'to', 'just', 'respond', ',', 'if', 'I', 'might', '.']",6031.0,6036.5
191,192,Holt,Please -- 20 seconds.,2016-09-26,"['Please', '--', '20', 'seconds', '.']","['Please', '--', '20', 'seconds', '.']",6037.5,6040.0
192,193,Trump,I'd just like to respond.,2016-09-26,"['I', ""'d"", 'just', 'like', 'to', 'respond', '.']","['I', ""'d"", 'just', 'like', 'to', 'respond', '.']",6041.0,6044.5
193,194,Holt,"Please respond, then I've got a quick follow-up for you.",2016-09-26,"['Please', 'respond', ',', 'then', 'I', ""'ve"", 'got', 'a', 'quick', 'follow-up', 'for', 'you', '.']","['Please', 'respond', ',', 'then', 'I', ""'ve"", 'got', 'a', 'quick', 'follow-up', 'for', 'you', '.']",6045.5,6052.0
194,195,Trump,"I will. Look, the African-American community has been let down by our politicians. They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years. The African-American community -- because -- look, the community within the inner cities has been so badly treated. They've been abused and used in order to get votes by Democrat politicians, because that's what it is. They've controlled these communities for up to 100 years.",2016-09-26,"['I', 'will', '.', 'Look', ',', 'the', 'African-American', 'community', 'has', 'been', 'let', 'down', 'by', 'our', 'politicians', '.', 'They', 'talk', 'good', 'around', 'election', 'time', ',', 'like', 'right', 'now', ',', 'and', 'after', 'the', 'election', ',', 'they', 'said', ',', 'see', 'ya', 'later', ',', 'I', ""'ll"", 'see', 'you', 'in', 'four', 'years', '.', 'The', 'African-American', 'community', '--', 'because', '--', 'look', ',', 'the', 'community', 'within', 'the', 'inner', 'cities', 'has', 'been', 'so', 'badly', 'treated', '.', 'They', ""'ve"", 'been', 'abused', 'and', 'used', 'in', 'order', 'to', 'get', 'votes', 'by', 'Democrat', 'politicians', ',', 'because', 'that', ""'s"", 'what', 'it', 'is', '.', 'They', ""'ve"", 'controlled', 'these', 'communities', 'for', 'up', 'to', '100', 'years', '.']","['I', 'will', '.', 'Look', ',', 'the', 'African-American', 'community', 'has', 'been', 'let', 'down', 'by', 'our', 'politicians', '.', 'They', 'talk', 'good', 'around', 'election', 'time', ',', 'like', 'right', 'now', ',', 'and', 'after', 'the', 'election', ',', 'they', 'said', ',', 'see', 'ya', 'later', ',', 'I', ""'ll"", 'see', 'you', 'in', 'four', 'years', '.', 'The', 'African-American', 'community', '--', 'because', '--', 'look', ',', 'the', 'community', 'within', 'the', 'inner', 'cities', 'has', 'been', 'so', 'badly', 'treated', '.', 'They', ""'ve"", 'been', 'abused', 'and', 'used', 'in', 'order', 'to', 'get', 'votes', 'by', 'Democrat', 'politicians', ',', 'because', 'that', ""'s"", 'what', 'it', 'is', '.', 'They', ""'ve"", 'controlled', 'these', 'communities', 'for', 'up', 'to', '100', 'years', '.']",6053.0,6103.0
195,196,Holt,"Mr. Trump, let me...",2016-09-26,"['Mr.', 'Trump', ',', 'let', 'me', '...']","['Mr.', 'Trump', ',', 'let', 'me', '...']",6104.0,6107.0
196,197,CANDIDATES,(CROSSTALK),2016-09-26,"['(', 'CROSSTALK', ')']","['(', 'CROSSTALK', ')']",6108.0,6109.5
197,198,Clinton,"Well, I -- I do think...",2016-09-26,"['Well', ',', 'I', '--', 'I', 'do', 'think', '...']","['Well', ',', 'I', '--', 'I', 'do', 'think', '...']",6110.5,6114.5
198,199,Trump,"And I will tell you, you look at the inner cities -- and I just left Detroit, and I just left Philadelphia, and I just -- you know, you've seen me, I've been all over the place. You decided to stay home, and that's OK. But I will tell you, I've been all over. And I've met some of the greatest people I'll ever meet within these communities. And they are very, very upset with what their politicians have told them and what their politicians have done.",2016-09-26,"['And', 'I', 'will', 'tell', 'you', ',', 'you', 'look', 'at', 'the', 'inner', 'cities', '--', 'and', 'I', 'just', 'left', 'Detroit', ',', 'and', 'I', 'just', 'left', 'Philadelphia', ',', 'and', 'I', 'just', '--', 'you', 'know', ',', 'you', ""'ve"", 'seen', 'me', ',', 'I', ""'ve"", 'been', 'all', 'over', 'the', 'place', '.', 'You', 'decided', 'to', 'stay', 'home', ',', 'and', 'that', ""'s"", 'OK', '.', 'But', 'I', 'will', 'tell', 'you', ',', 'I', ""'ve"", 'been', 'all', 'over', '.', 'And', 'I', ""'ve"", 'met', 'some', 'of', 'the', 'greatest', 'people', 'I', ""'ll"", 'ever', 'meet', 'within', 'these', 'communities', '.', 'And', 'they', 'are', 'very', ',', 'very', 'upset', 'with', 'what', 'their', 'politicians', 'have', 'told', 'them', 'and', 'what', 'their', 'politicians', 'have', 'done', '.']","['And', 'I', 'will', 'tell', 'you', ',', 'you', 'look', 'at', 'the', 'inner', 'cities', '--', 'and', 'I', 'just', 'left', 'Detroit', ',', 'and', 'I', 'just', 'left', 'Philadelphia', ',', 'and', 'I', 'just', '--', 'you', 'know', ',', 'you', ""'ve"", 'seen', 'me', ',', 'I', ""'ve"", 'been', 'all', 'over', 'the', 'place', '.', 'You', 'decided', 'to', 'stay', 'home', ',', 'and', 'that', ""'s"", 'OK', '.', 'But', 'I', 'will', 'tell', 'you', ',', 'I', ""'ve"", 'been', 'all', 'over', '.', 'And', 'I', ""'ve"", 'met', 'some', 'of', 'the', 'greatest', 'people', 'I', ""'ll"", 'ever', 'meet', 'within', 'these', 'communities', '.', 'And', 'they', 'are', 'very', ',', 'very', 'upset', 'with', 'what', 'their', 'politicians', 'have', 'told', 'them', 'and', 'what', 'their', 'politicians', 'have', 'done', '.']",6115.5,6168.5
199,200,Holt,"Mr. Trump, I...",2016-09-26,"['Mr.', 'Trump', ',', 'I', '...']","['Mr.', 'Trump', ',', 'I', '...']",6169.5,6172.0
200,201,Clinton,"I think -- I think -- I think Donald just criticized me for preparing for this debate. And, yes, I did. And you know what else I prepared for? I prepared to be president. And I think that's a good thing.",2016-09-26,"['I', 'think', '--', 'I', 'think', '--', 'I', 'think', 'Donald', 'just', 'criticized', 'me', 'for', 'preparing', 'for', 'this', 'debate', '.', 'And', ',', 'yes', ',', 'I', 'did', '.', 'And', 'you', 'know', 'what', 'else', 'I', 'prepared', 'for', '?', 'I', 'prepared', 'to', 'be', 'president', '.', 'And', 'I', 'think', 'that', ""'s"", 'a', 'good', 'thing', '.']","['I', 'think', '--', 'I', 'think', '--', 'I', 'think', 'Donald', 'just', 'criticized', 'me', 'for', 'preparing', 'for', 'this', 'debate', '.', 'And', ',', 'yes', ',', 'I', 'did', '.', 'And', 'you', 'know', 'what', 'else', 'I', 'prepared', 'for', '?', 'I', 'prepared', 'to', 'be', 'president', '.', 'And', 'I', 'think', 'that', ""'s"", 'a', 'good', 'thing', '.']",6173.0,6197.5
201,202,Audience,(APPLAUSE),2016-09-26,"['(', 'APPLAUSE', ')']","['(', 'APPLAUSE', ')']",6198.5,6200.0
202,203,Holt,"Mr. Trump, for five years, you perpetuated a false claim that the nation's first black president was not a natural-born citizen. You questioned his legitimacy. In the last couple of weeks, you acknowledged what most Americans have accepted for years: The president was born in the United States. Can you tell us what took you so long?",2016-09-26,"['Mr.', 'Trump', ',', 'for', 'five', 'years', ',', 'you', 'perpetuated', 'a', 'false', 'claim', 'that', 'the', 'nation', ""'s"", 'first', 'black', 'president', 'was', 'not', 'a', 'natural-born', 'citizen', '.', 'You', 'questioned', 'his', 'legitimacy', '.', 'In', 'the', 'last', 'couple', 'of', 'weeks', ',', 'you', 'acknowledged', 'what', 'most', 'Americans', 'have', 'accepted', 'for', 'years', ':', 'The', 'president', 'was', 'born', 'in', 'the', 'United', 'States', '.', 'Can', 'you', 'tell', 'us', 'what', 'took', 'you', 'so', 'long', '?']","['Mr.', 'Trump', ',', 'for', 'five', 'years', ',', 'you', 'perpetuated', 'a', 'false', 'claim', 'that', 'the', 'nation', ""'s"", 'first', 'black', 'president', 'was', 'not', 'a', 'natural-born', 'citizen', '.', 'You', 'questioned', 'his', 'legitimacy', '.', 'In', 'the', 'last', 'couple', 'of', 'weeks', ',', 'you', 'acknowledged', 'what', 'most', 'Americans', 'have', 'accepted', 'for', 'years', ':', 'The', 'president', 'was', 'born', 'in', 'the', 'United', 'States', '.', 'Can', 'you', 'tell', 'us', 'what', 'took', 'you', 'so', 'long', '?']",6201.0,6234.0
203,204,Trump,"I'll tell you very -- well, just very simple to say. Sidney Blumenthal works for the campaign and close -- very close friend of Secretary Clinton. And her campaign manager, Patti Doyle, went to -- during the campaign, her campaign against President Obama, fought very hard. And you can go look it up, and you can check it out.",2016-09-26,"['I', ""'ll"", 'tell', 'you', 'very', '--', 'well', ',', 'just', 'very', 'simple', 'to', 'say', '.', 'Sidney', 'Blumenthal', 'works', 'for', 'the', 'campaign', 'and', 'close', '--', 'very', 'close', 'friend', 'of', 'Secretary', 'Clinton', '.', 'And', 'her', 'campaign', 'manager', ',', 'Patti', 'Doyle', ',', 'went', 'to', '--', 'during', 'the', 'campaign', ',', 'her', 'campaign', 'against', 'President', 'Obama', ',', 'fought', 'very', 'hard', '.', 'And', 'you', 'can', 'go', 'look', 'it', 'up', ',', 'and', 'you', 'can', 'check', 'it', 'out', '.']","['I', ""'ll"", 'tell', 'you', 'very', '--', 'well', ',', 'just', 'very', 'simple', 'to', 'say', '.', 'Sidney', 'Blumenthal', 'works', 'for', 'the', 'campaign', 'and', 'close', '--', 'very', 'close', 'friend', 'of', 'Secretary', 'Clinton', '.', 'And', 'her', 'campaign', 'manager', ',', 'Patti', 'Doyle', ',', 'went', 'to', '--', 'during', 'the', 'campaign', ',', 'her', 'campaign', 'against', 'President', 'Obama', ',', 'fought', 'very', 'hard', '.', 'And', 'you', 'can', 'go', 'look', 'it', 'up', ',', 'and', 'you', 'can', 'check', 'it', 'out', '.']",6235.0,6270.0
204,205,Trump,"And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened. Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it. They were pressing it very hard. She failed to get the birth certificate. When I got involved, I didn't fail. I got him to give the birth certificate. So I'm satisfied with it. And I'll tell you why I'm satisfied with it.",2016-09-26,"['And', 'if', 'you', 'look', 'at', 'CNN', 'this', 'past', 'week', ',', 'Patti', 'Solis', 'Doyle', 'was', 'on', 'Wolf', 'Blitzer', 'saying', 'that', 'this', 'happened', '.', 'Blumenthal', 'sent', 'McClatchy', ',', 'highly', 'respected', 'reporter', 'at', 'McClatchy', ',', 'to', 'Kenya', 'to', 'find', 'out', 'about', 'it', '.', 'They', 'were', 'pressing', 'it', 'very', 'hard', '.', 'She', 'failed', 'to', 'get', 'the', 'birth', 'certificate', '.', 'When', 'I', 'got', 'involved', ',', 'I', 'did', ""n't"", 'fail', '.', 'I', 'got', 'him', 'to', 'give', 'the', 'birth', 'certificate', '.', 'So', 'I', ""'m"", 'satisfied', 'with', 'it', '.', 'And', 'I', ""'ll"", 'tell', 'you', 'why', 'I', ""'m"", 'satisfied', 'with', 'it', '.']","['And', 'if', 'you', 'look', 'at', 'CNN', 'this', 'past', 'week', ',', 'Patti', 'Solis', 'Doyle', 'was', 'on', 'Wolf', 'Blitzer', 'saying', 'that', 'this', 'happened', '.', 'Blumenthal', 'sent', 'McClatchy', ',', 'highly', 'respected', 'reporter', 'at', 'McClatchy', ',', 'to', 'Kenya', 'to', 'find', 'out', 'about', 'it', '.', 'They', 'were', 'pressing', 'it', 'very', 'hard', '.', 'She', 'failed', 'to', 'get', 'the', 'birth', 'certificate', '.', 'When', 'I', 'got', 'involved', ',', 'I', 'did', ""n't"", 'fail', '.', 'I', 'got', 'him', 'to', 'give', 'the', 'birth', 'certificate', '.', 'So', 'I', ""'m"", 'satisfied', 'with', 'it', '.', 'And', 'I', ""'ll"", 'tell', 'you', 'why', 'I', ""'m"", 'satisfied', 'with', 'it', '.']",6271.0,6317.5
205,206,Holt,That was...,2016-09-26,"['That', 'was', '...']","['That', 'was', '...']",6318.5,6320.0
206,207,CANDIDATES,(CROSSTALK),2016-09-26,"['(', 'CROSSTALK', ')']","['(', 'CROSSTALK', ')']",6321.0,6322.5
207,208,Trump,"Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.",2016-09-26,"['Because', 'I', 'want', 'to', 'get', 'on', 'to', 'defeating', 'ISIS', ',', 'because', 'I', 'want', 'to', 'get', 'on', 'to', 'creating', 'jobs', ',', 'because', 'I', 'want', 'to', 'get', 'on', 'to', 'having', 'a', 'strong', 'border', ',', 'because', 'I', 'want', 'to', 'get', 'on', 'to', 'things', 'that', 'are', 'very', 'important', 'to', 'me', 'and', 'that', 'are', 'very', 'important', 'to', 'the', 'country', '.']","['Because', 'I', 'want', 'to', 'get', 'on', 'to', 'defeating', 'ISIS', ',', 'because', 'I', 'want', 'to', 'get', 'on', 'to', 'creating', 'jobs', ',', 'because', 'I', 'want', 'to', 'get', 'on', 'to', 'having', 'a', 'strong', 'border', ',', 'because', 'I', 'want', 'to', 'get', 'on', 'to', 'things', 'that', 'are', 'very', 'important', 'to', 'me', 'and', 'that', 'are', 'very', 'important', 'to', 'the', 'country', '.']",6323.5,6351.0
208,209,Holt,"I will let you respond. It's important. But I just want to get the answer here. The birth certificate was produced in 2011. You've continued to tell the story and question the president's legitimacy in 2012, '13, '14, '15...",2016-09-26,"['I', 'will', 'let', 'you', 'respond', '.', 'It', ""'s"", 'important', '.', 'But', 'I', 'just', 'want', 'to', 'get', 'the', 'answer', 'here', '.', 'The', 'birth', 'certificate', 'was', 'produced', 'in', '2011', '.', 'You', ""'ve"", 'continued', 'to', 'tell', 'the', 'story', 'and', 'question', 'the', 'president', ""'s"", 'legitimacy', 'in', '2012', ',', ""'13"", ',', ""'14"", ',', ""'15"", '...']","['I', 'will', 'let', 'you', 'respond', '.', 'It', ""'s"", 'important', '.', 'But', 'I', 'just', 'want', 'to', 'get', 'the', 'answer', 'here', '.', 'The', 'birth', 'certificate', 'was', 'produced', 'in', '2011', '.', 'You', ""'ve"", 'continued', 'to', 'tell', 'the', 'story', 'and', 'question', 'the', 'president', ""'s"", 'legitimacy', 'in', '2012', ',', ""'13"", ',', ""'14"", ',', ""'15"", '...']",6352.0,6377.0
